objectid,filename,format,title,location,haspolicy,description,placenametools,contactinfo,latitude,longitude
quebec_hope,,record,Hope,Quebec,No,N/A,N/A,mun.hope@globetrotter.net,48.05,-65.2
quebec_chelsea,,record,Chelsea,Quebec,No,N/A,N/A,a.chauve@chelsea.ca,45.503889,-75.783056
ontario_meaford,,record,Meaford,Ontario,Yes,"Policy Statement The Municipality of Meaford has deemed it appropriate to establish a protocol for naming streets, parks and municipal facilities. The policy will ensure that naming opportunities are dealt with in a consistent manner. In this regard, the Street, Park and Municipal Facility Naming Policy establishes guidelines regarding naming and the establishment of an “Approved Name List”. Purpose This policy provides guidance on the method of street, park and municipal facility naming within the Municipality of Meaford. The function of naming is to enable people, and emergency services, to locate properties readily. This policy will be applied in conjunction with the civic numbering policy developed in conjunction with the County of Grey which utilizes a six digit number for rural properties and a three digit number for rural subdivisions. <br><br>Policy Requirements General Policies for Appropriate Names The following criteria will be considered for potential naming of streets, parks and facilities: Names Honouring Those Who Have Served or Given their Life in Public Service The Municipality will facilitate the naming of streets, parks and facilities after residents of the municipality who have lost their lives while serving within the Armed Forces. In addition, the Municipality may also include the name of those who lose their lives in the service of the public through either the Ontario Provincial Police or the Fire Department with the written consent of his/her immediate family. Special signage containing the Poppy symbol is to be used for all Veteran street, park and facility names. Names Honouring Individuals for Community Service, Local Historical Reasons, National Reasons or International Reasons Council may approve, upon request by an individual or proponent, a name for a street, park or facility which identifies a specific individual. Generally such a name will be of historic importance to the municipality or be a name which is of importance either nationally or internationally or lastly be a name of a person who has been of public service to the municipality or broader community. A written description of the individual’s contribution to the municipality, or broader community explaining why the honour should be given, shall be submitted by the proponent. Staff shall research names proposed by Council. The written consent of his/her immediate family is required. Names that reflect the Municipality’s Agricultural and/or Heritage/Nature Council may approve, or a proponent may request the approval of, a name which reflects the municipality’s agricultural and/or heritage/nature. A written description of the proposed name and its linkage to the area shall be submitted by the proponent. Staff shall research names proposed by Council. Other Names Other appropriate names are those that promote pride in the municipality, acknowledge local heritage and history, and recognize unique features and geography. Proposed names should meet one of following: <br>• Commemorate local history, places, events, culture. <br>• Strengthen neighbourhood identity to reflect the character of the area. <br>• Recognize native wildlife, flora, fauna, natural features. <br>• Recognize communities that contribute to the public life of the Municipality. <br>• Names that represent specific themes are encouraged as they are easily recognizable for emergency services and provide consistency in large developments. Priority for Selection of Names In assigning names, names from the “Approved Name List” should be used when selecting names for a proposed street, park or facility. The categories of this list are as follows: 1. Names Honouring Those Who Have Served Their Country 2. Names Honouring Those who have given their Life in Public Service 3. Names Honouring Individuals – Local Historical 4. Names Honouring Individuals – National or International 5. Names Honouring Individuals – Community Service 6. Names that reflect the Municipality’s Agricultural and/or Recreational Heritage/Nature 7. Other Names Specific Policies regarding Suitability of Street Names When naming a new street, in addition to the General Policies as stated in the previous section, the following shall be adhered to ensure orderly naming of streets: Ease of Spelling and Pronunciation Street names shall be easily pronounced, recognized and use conventional spelling to avoid difficulties in emergency situations. Street names should be spelled the way they are pronounced. Individuals Streets named after individuals shall be a posthumously honour and Council shall consider such names provided that a written consent is obtained from the individual’s surviving immediate family. A written description is required detailing how the individual made a significant contribution to the Municipality of Meaford. The honouring of a living public figure requires his/her written consent. Two Word Street Names Proposed street names consisting of two words shall be changed to one word. Only a person’s last name shall be used unless additional identification is necessitated by the Municipality to prevent duplication with an existing street name in the municipality and surrounding local municipalities. Street Name Characteristics Names should generally not exceed ten characters in length. This helps ensure that the above mentioned criterion are met and that there is a standard street name signage across the municipality and county. Street Names to Avoid 1. Names that are in conflict with other street names within the Municipality or County of Grey. 2. Names that could be construed as advertising a particular business, product or brand. 3. Cumbersome, corrupted, modified names, discriminatory or derogatory names from the point of view of race, sex, colour, creed, political affiliation or other social factors. 4. Names with any sexual overtones, inappropriate humour, parody, slang or double meaning. 5. Names that have a secondary negative or offensive connotation. 6. Street names spelled differently but sound alike (i.e. Crosby Lane and Crosbie Lane) or have similar pronunciation but are spelled differently (i.e. Heirloom Street could be pronounced with ‘H’ dropped (Eirloom Street)). 7. Use of complex words (ex. Quetico Drive). 8. Names with hyphens, apostrophes or dashes are discouraged and only considered on a case by case basis provided other criterion is met.",Has an approved names list however there is nothing on it,mwiltonsiegel@meaford.ca,44.591111,-80.743333
quebec_huntingdon,,record,Huntingdon,Quebec,No,N/A,N/A,greffe@villehuntingdon.com,45.08738,-74.175302
quebec_chambord,,record,Chambord,Quebec,No,N/A,N/A,maximegobeil@chambord.ca,48.430833,-72.062778
quebec_eastman,,record,Eastman,Quebec,No,N/A,N/A,N/A,45.3,-72.316667
quebec_dorval,,record,Dorval,Quebec,No,N/A,N/A,greffe@ville.dorval.qc.ca,50.716667,-73.683333
quebec_fossambault-sur-le-lac,,record,Fossambault-sur-le-Lac,Quebec,No,N/A,N/A,N/A,46.866667,-71.616667
quebec_latrinite-des-monts,,record,La Trinité-des-Monts,Quebec,No,N/A,N/A,muntrinite@mrc-rn.ca,48.128056,-68.473889
quebec_inverness,,record,Inverness,Quebec,No,N/A,N/A,dg@invernessquebec.ca,46.259444,-71.521944
quebec_durham-sud,,record,Durham-Sud,Quebec,No,N/A,N/A,administration@durham-sud.com,45.661841,-72.345824
quebec_lac-a-la-croix,,record,Lac-à-la-Croix,Quebec,No,N/A,N/A,bonneau.donald@ville.metabetchouan.qc.ca,48.3,-67.783333
quebec_lasarre,,record,La Sarre,Quebec,No,N/A,N/A,vfournier@ville.lasarre.qc.ca,48.8,-79.2
quebec_kirkland,,record,Kirkland,Quebec,No,N/A,N/A,ccourtemanche@ville.kirkland.qc.ca,45.449722,-73.880556
quebec_lac-des-seize-iles,,record,Lac-des-Seize-Îles,Quebec,No,N/A,N/A,directrice@lac-des-seize-iles.com,45.924729,-74.470824
quebec_lac-frontiere,,record,Lac-Frontière,Quebec,No,N/A,N/A,info@mairielacfrontiere.ca,46.696111,-70.002222
quebec_carignan,,record,Carignan,Quebec,No,N/A,N/A,m.bergevin@carignan.quebec,47.166667,-72.75
quebec_lac-sainte-marie,,record,Lac-Sainte-Marie,Quebec,No,N/A,N/A,dg@lac-sainte-marie.com,45.953889,-75.946111
quebec_boisbriand,,record,Boisbriand,Quebec,Yes,"Le premier rôle de la toponymie est de permettre le repérage géographique rapide et sécuritaire d’un lieu donné. C’est pourquoi l’attribution de noms aux lieux est encadré par des règles bien établies. Le second rôle de la toponymie est d’exprimer par des noms certains aspects de notre culture. À ce titre, la toponymie fait partie du patrimoine collectif. Le toponyme traduit une reconnaissance publique d’une cause, de la mémoire d’un personnage ou d’un événement. Ainsi, le toponyme anime le lieu et cristallise le sentiment d’appartenance à la collectivité. <br><br>Formuler des avis toponymiques  Obtenir tous les renseignements pertinents permettant une analyse et une décision éclairées;  Analyser, à la lumière des informations recueillies, toutes les demandes toponymiques qui lui sont soumises;  Formuler des avis toponymiques au conseil municipal lorsque requis. Le Comité de la toponymie et du patrimoine a un pouvoir de recommandation en ce qui a trait à l’attribution de noms;  Recommander au conseil municipal le nom de tous les nouveaux sites publics construits par la Ville, incluant rues, parcs, bâtiments, etc. Coordonner la gestion et la bonification de la banque de noms disponibles  Verser les appellations retenues dans la banque de noms disponibles et refuser les noms qui ne sont pas admissibles;  Coordonner les actions, recherches et ressources nécessaires à la bonification de la banque;  Suggérer des toponymes et/ou des thématiques lors de développement de nouvelles zones, lorsque requis;  Consulter la population, sur recommandation, afin d’obtenir des suggestions de toponymes et de connaître les préférences des citoyens. Assurer le bon fonctionnement du Comité  Tenir à jour toute la documentation justifiant les décisions du Comité. <br><br>Dépôt d’une requête  Toute personne qui dépose au Comité de la toponymie et du patrimoine une requête de dénomination doit remplir le formulaire de proposition toponymique (accessible en ligne ou à l’hôtel de ville). Le requérant a la responsabilité de procurer aux membres du Comité toute l’information relative au nom proposé et qui est nécessaire à l’analyse de sa demande.  Le Comité se réserve le droit de refuser ou de traiter toute demande pour laquelle un formulaire n’a pas été rempli ou dont le formulaire ne fournit pas suffisamment de renseignements.  Après le dépôt d’une requête, un accusé de réception est envoyé au requérant pour l’informer que sa demande sera traitée dans les meilleurs délais lors de la prochaine rencontre du Comité. Préparation du dossier  Un dossier est ouvert par le Comité pour chaque demande soumise.  Le Comité compile le plus de renseignements possible à propos du nom proposé. Ces renseignements serviront à l’analyse de la proposition. Analyse de la requête  L’analyse de la proposition toponymique est effectuée par les membres du Comité . À la suite de l’exercice, un rapport d’analyse est rédigé, puis versé au dossier de la demande.  Cette étape du processus de dénomination a pour but d’évaluer la valeur toponymiq <br><br>Critères d’analyse Dans son analyse, le Comité accorde une attention particulière aux critères suivants :  Conformité aux critères de choix de la Ville de Boisbriand (voir Annexe 1 – Extrait du Guide toponymique municipal de la Commission de toponymie du Québec) Le nom proposé est conforme aux critères de choix élaborés par la Ville selon les normes de la Commission de toponymie du Québec. En cas de conflit entre les critères de la Ville et ceux de la Commission, les critères de la Commission ont préséance.  Ancienneté du nom Le nom proposé a un caractère historique ou patrimonial; il fait notamment référence à une personne ou à un événement de notre histoire.  Caractère logique de la désignation Il existe un lien pertinent entre le nom proposé et le lieu à nommer dans le respect des thématiques existantes, s’il y a lieu. Dans les cas de prolongement de voies de communication, les nouveaux tronçons devront porter le nom des tronçons existants.  Désignation commémorative Le nom proposé est susceptible de renforcer le sentiment d’appartenance à la ville. Il met en valeur l’identité boisbriannaise, les lieux d’appartenance, la diversité culturelle de la population ainsi que le caractère francophone de la ville.  Doublon et homonyme Le nom proposé n’est ni un doublon ni un homonyme d’un lieu existant; aucune redondance ni aucun risque de confusion ne seront ainsi engendrés par celuici. <br><br>Unicité du nom de lieu Tout lieu ou toute entité géographique se voit attribuer un seul nom officiel. De la même façon, la Commission de toponymie du Québec officialise un seul nom pour une voie de communication ou pour chacun des tronçons de celle-ci afin d’éviter qu’une voie sans interruption soit composée de plusieurs tronçons ayant chacun leur propre nom. Usage Les toponymes dont l’usage est déjà établi doivent avoir priorité s’ils satisfont à tous les critères. Dans les cas d’usages parallèles et également répandus, on accorde la préférence aux noms qui répondent le mieux aux autres critères. Langue de l’élément générique L’élément générique est en français. Exemple : chemin des Érables Langue de l’élément spécifique Les noms communs qui entrent dans la composition de nouveaux toponymes sont en français. Exemple : chemin des Érables Il est possible de conserver dans leur langue d’origine les mots d’une autre langue que le français qu’un usage local a consacrés, en particulier si leur utilisation présente un intérêt certain en raison de leur valeur culturelle ou historique. Exemple : chemin Maple Les noms propres qui entrent dans la composition des toponymes (noms de famille, noms de lieux, etc.) ne sont pas visés par cette règle et sont écrits dans leur forme originale. Exemple : chemin Queen-Mary Présence et unicité du générique Le nom d’une voie de communication, d’un parc public, d’un édifice ou d’une autre construction comporte toujours un générique. Il ne peut cependant inclure plus d’un terme exerçant la fonction de générique. Utilisation de génériques conformes Les nouveaux noms de voies de communication doivent présenter des génériques conformes aux avis terminologiques. Ces génériques sont répertoriés sur le site web de la Commission de toponymie du Québec dans la section Normes et procédures – Terminologie géographique. Utilisation d’un nom déjà officiel Lorsqu’on utilise un toponyme officiel ou l’élément spécifique d’un toponyme officiel pour composer un autre toponyme, on en respecte la forme, moyennant l’ajout de majuscules et de traits d’union en fonction des règles d’écriture toponymiques. Par exemple, le nom officiel Lac du Clocher est repris de façon intégrale dans le nom chemin du Lac-du-Clocher",Application form added to OneDrive folder,mfgagne@ville.boisbriand.qc.ca,45.612222,-73.839167
quebec_lac-tremblant-nord,,record,Lac-Tremblant-Nord,Quebec,No,N/A,N/A,N/A,46.195452,-74.627282
quebec_lantier,,record,Lantier,Quebec,No,N/A,N/A,direction@municipalite.lantier.qc.ca,46.149167,-74.2525
quebec_drummondville,,record,Drummondville,Quebec,No,N/A,N/A,pfurlan@drummondville.ca,45.878889,-72.483056
quebec_marston,,record,Marston,Quebec,No,N/A,N/A,dg@munmarston.qc.ca,45.5,-71
quebec_nicolet,,record,Nicolet,Quebec,No,N/A,N/A,k.duval@nicolet.ca,46.216667,-72.616667
quebec_notre-dame-du-rosaire,,record,Notre-Dame-du-Rosaire,Quebec,No,N/A,N/A,munndr@notredamedurosaire.com,47.404722,-61.902222
quebec_grandes-piles,,record,Grandes-Piles,Quebec,No,N/A,N/A,jlemay.francaisplus@gmail.com,46.686944,-72.726389
quebec_mont-tremblant,,record,Mont-Tremblant,Quebec,Yes,"La Ville désire se doter d’une politique sur la dénomination des rues, des allées d’accès et des lieux afin de promouvoir, par le biais de ces noms, l’histoire et le patrimoine de la Ville de Mont-Tremblant. <br><br>- Promouvoir le patrimoine de la Ville; - Avoir des noms qui sont propres à la Ville; - Conserver la mémoire des noms et des lieux; - Faire revivre la mémoire de nos pionniers; - Faire preuve d’originalité. <br><br>Les propositions soumises au conseil lors des procédures prévues aux articles 4 ou 5 doivent provenir de la liste. Une proposition peut ne pas provenir de la liste pourvu qu’elle respecte la présente politique et plus particulièrement les objectifs identifiés à l’article 2. Cette proposition doit être expliquée et une justification doit être donnée sur la raison pour laquelle aucune proposition de la liste n’a été retenue. 3 Cette liste aura été préalablement soumise au comité pour recommandation au conseil. Cette liste est revue à une fréquence suffisante pour assurer une diversité de propositions. <br><br>Suite à la signature d’un protocole d’entente relatif à des travaux municipaux comprenant une nouvelle rue ou à l’acceptation d’un plan image comprenant une allée d’accès ou suite à l’aménagement d’un nouveau lieu qui requière d’être nommé, le conseil nomme cette rue, cette allée d’accès ou ce lieu. Le propriétaire de cette rue, de cette allée d’accès ou de ce lieu est consulté pour trouver un nom à l’entité à nommer. S’il ne soumet aucune proposition au fonctionnaire dans un délai de 30 jours de la signature du protocole d’entente, de l’acceptation du plan image dans le cas d’une allée d’accès ou de l’aménagement du nouveau lieu, le conseil procède au choix du nom, sans plus amples délais. <br><br>Lorsque la rue, l’allée d’accès ou le lieu est déjà existant, le conseil conserve le nom déjà existant ou le modifie après avoir consulté le requérant de cette nouvelle dénomination et son propriétaire. La procédure est enclenchée par la soumission d’une proposition de modification de nom par un requérant. Cette proposition est transmise au propriétaire de cette entité qui a 30 jours pour l’accepter, soumettre une nouvelle proposition ou demander de conserver le nom déjà existant. À l’échéance de ce délai, le conseil décide de conserver le nom existant ou procède au choix d’un nouveau nom, sans plus amples délais. <br><br>Les propositions doivent être faites par écrit et doivent être soumises au fonctionnaire. Dans le cas où le nom d’une personne est considéré, le fonctionnaire contacte un représentant de cette famille, lorsqu’il y en a un qui demeure dans la ville et qu’il est possible de le faire afin de recevoir l’aval de cette dernière. La famille pourra prendre 15 jours pour signifier sa position, par écrit. À la réception de la position de la famille ou à l’échéance du délai de 15 jours, s’il y a lieu, le conseil nomme l’entité à nommer. <br><br>Les critères de décision pour nommer une rue, une allée ou un lieu sont : - le respect de la présente politique; - lorsque le nom d’une personne est considéré pour nommer une rue, une allée ou un lieu et qu’il est approprié de le faire, le prénom doit être ajouté; - ne pas se restreindre à l’emplacement physique de la rue, de l’allée ou du lieu pour promouvoir le patrimoine d’un secteur donné; - autant que possible, la proposition soumise ne doit pas être longue. <br><br>Le nom choisi doit être conforme aux critères de choix et aux règles d’écriture établis par la Commission de toponymie du Québec qui approuve et officialise les toponymes et les odonymes. <br><br>Exceptionnellement, une proposition qui ne respecte pas les dispositions de la présente politique pourra être considérée. Cette proposition pourra être considérée dans les circonstances suivantes : - lorsqu’il y a un thème déjà en force dans un secteur donné (exemple : parc destiné principalement aux enfants, secteur comportant des noms de peintre, etc.). Par contre, s’il est possible, il faut également considérer la présente politique (exemple : choisir un peintre ayant un lien avec la ville pour le secteur comportant des noms de peintre); - lorsque le nom est temporaire. Par exemple, lorsque la rue est vouée à être prolongée à moyen terme pour rejoindre une autre rue déjà nommée. - lorsque, de l’avis du conseil, une circonstance particulière fait en sorte que la présente politique ne peut être respectée intégralement. La proposition doit être expliquée et une justification doit être donnée sur la raison pour laquelle la politique ne peut être respectée.",N/A,mairie@villedemont-tremblant.qc.ca,46.116667,-74.6
quebec_magog,,record,Magog,Quebec,No,N/A,N/A,m.charbonneau@ville.magog.qc.ca,45.266667,-72.15
quebec_longue-rive,,record,Longue-Rive,Quebec,No,N/A,N/A,directiongeneral@longuerive.ca,48.566483,-69.234663
quebec_notre-dame-de-la-paix,,record,Notre-Dame-de-La-Paix,Quebec,No,N/A,N/A,dga@ndlapaix.ca,48.529444,-68.343611
quebec_montebello,,record,Montebello,Quebec,No,N/A,N/A,urbanisme@montebello.ca,45.65,-74.933333
quebec_nedelec,,record,Nédélec,Quebec,No,N/A,N/A,urbanisme@montebello.ca,47.666667,-79.45
quebec_mont-royal,,record,Mont-Royal,Quebec,No,N/A,N/A,alain.cote@ville.mont-royal.qc.ca,45.516667,-73.65
quebec_mont-saint-gregoire,,record,Mont-Saint-Grégoire,Quebec,No,N/A,N/A,direction@mmsg.ca,45.336944,-73.158333
quebec_lascension-de-patapedia,,record,L'Ascension-de-Patapédia,Quebec,No,N/A,N/A,munic@globetrotter.net,47.933333,-67.25
quebec_laurierville,,record,Laurierville,Quebec,No,N/A,N/A,N/A,46.294877,-71.65775
quebec_notre-dame-du-nord,,record,Notre-Dame-du-Nord,Quebec,No,N/A,N/A,dg.nddn@mrctemiscamingue.qc.ca,47.6,-79.483333
quebec_notre-dame-du-bon-conseil,,record,Notre-Dame-du-Bon-Conseil,Quebec,No,N/A,No policy,N/A,46,-72.35
quebec_portneuf,,record,Portneuf,Quebec,No,N/A,N/A,france.marcotte@villedeportneuf.com,46.816667,-71.966667
quebec_mont-saint-hilaire,,record,Mont-Saint-Hilaire,Quebec,No,N/A,N/A,communications@ville.mont-saint-hilaire.qc.ca,45.564167,-73.198333
quebec_peribonka,,record,Péribonka,Quebec,No,N/A,N/A,dg@peribonka.ca,48.765833,-72.049722
quebec_matane,,record,Matane,Quebec,No,N/A,N/A,eddy.metivier@ville.matane.qc.ca,48.85,-67.533333
quebec_montmagny,,record,Montmagny,Quebec,No,N/A,N/A,info@ville.montmagny.qc.ca,46.978889,-70.56
quebec_mandeville,,record,Mandeville,Quebec,No,N/A,N/A,N/A,46.358889,-73.354167
quebec_odanak,,record,Odanak,Quebec,No,N/A,N/A,reception@caodanak.com,46.074167,-72.821945
quebec_mulgrave-et-derry,,record,Mulgrave-et-Derry,Quebec,No,N/A,N/A,N/A,45.585433,-75.41578
quebec_plessisville,,record,Plessisville,Quebec,Yes,"Mission du comité de toponymie La mission principale du comité de toponymie est de constituer et d’alimenter la banque de toponymes, de même que de s’assurer que ceux-ci reflètent les aspirations de la population, tout en rappelant l’histoire, les reconnaissances civiques, honorifiques, commémoratives et le milieu naturel de la Ville. Le comité doit : 1. Obtenir tous les renseignements pertinents devant permettre une analyse et une décision éclairée; 2. Analyser, à la lumière des informations recueillies, toutes les demandes qui lui sont soumises; 3. Éliminer toute ambiguïté dans la dénomination afin d’assurer la sécurité reliée à la recherche d’une adresse civique pour divers services (ambulancier, policier, incendie, etc.); 4. Développer le sentiment d’appartenance des citoyens par la dénomination; 5. Établir une démarche respectueuse avant de procéder à une dénomination. <br><br>15- Critères d’analyse Dans son analyse, le comité accordera une attention particulière aux critères suivants: Le nom est conforme aux critères de choix élaborés par la Ville selon les normes de la Commission de toponymie du Québec. En cas de conflit entre les critères de la Ville et ceux de la Commission, les critères de la Commission ont préséance à l’exception des analyses portant sur les espaces à l’intérieur des édifices municipaux, les terrains sportifs et récréatifs, les aires de détente, les aires de stationnement, les passages piétonniers, les pistes cyclables, tout autre espace à l’intérieur d’un bâtiment municipal officialisé par la Commission ou tout autre lieu qui ne porte pas de numéro civique et pour lequel l’officialisation par la Commission n’est pas essentielle. <br>",Name request form: https://plessisville.quebec/s_data/userfiles/file/No_16_Designation_gestion_toponymique_2021.pdf,mgagnecote@plessisville.quebec,46.219722,-71.770556
quebec_lambton,,record,Lambton,Quebec,No,N/A,N/A,N/A,45.8375,-71.0925
quebec_prevost,,record,Prévost,Quebec,No,N/A,N/A,mcjolivet@ville.prevost.qc.ca<br><br>mhdeschenes@ville.prevost.qc.ca,45.874722,-74.086389
quebec_plaisance,,record,Plaisance,Quebec,No,N/A,N/A,info@villeplaisance.com,45.606577,-75.112125
ontario_tiny,,record,Tiny,Ontario,No,N/A,N/A,swalton@tiny.ca,44.70028,-79.97599
quebec_normandin,,record,Normandin,Quebec,No,N/A,N/A,adjdirection@ville.normandin.qc.ca,48.833333,-72.583333
quebec_quebec,,record,Québec,Quebec,No,N/A,N/A,frederic.smith2@ville.quebec.qc.ca,52,-72
quebec_notre-dame-des-neiges,,record,Notre-Dame-des-Neiges,Quebec,No,N/A,N/A,dg@notredamedesneiges.qc.ca,48.098046,-69.211722
quebec_princeville,,record,Princeville,Quebec,No,N/A,N/A,N/A,46.171593,-71.875707
quebec_longueuil,,record,Longueuil,Quebec,Yes,"Added document to OneDrive since there was part I couldn't copy<br><br>RÈGLES FONDAMENTALES 24. Tout nom de lieu doit : 1 o favoriser les noms complets de personnes qui ont vécu à Longueuil ou dans sa périphérie; 2 o exclure les noms de personnes vivantes ou décédées depuis moins d’un an; 3 o maintenir la même appellation sur tout le parcours d’une artère, en particulier pour les boulevards; 4 o assurer le respect du caractère distinctif de la toponymie à Longueuil; 5 o éviter les noms à consonance semblable qui pourraient confondre le repérage par les services d’urgence; 6 o favoriser les dénominations culturelle et communautaire; 7 o respecter les règles d’écriture comme elles sont définies par la Commission de toponymie du Québec. <br><br>25. Les édifices municipaux, places publiques ou monuments sont des éléments structurants du milieu et significatifs pour les citoyens. Il est donc important que la désignation d’un nom pour ces éléments soit représentative du milieu historique, culturel ou communautaire et rencontre l’un ou les objectifs suivants : 6 1 o favoriser le nom d’une personnalité publique qui a apporté une contribution exceptionnelle au développement de la ville; 2 o favoriser le nom d’une personnalité dont la notoriété a marqué la société. 26. La désignation d’un nom aux parcs et espaces verts municipaux doit rencontrer l’un ou plusieurs des objectifs suivants : 1 o favoriser un nom reflétant les caractéristiques du milieu naturel environnant; 2 o favoriser le nom d’une personnalité publique qui a apporté une contribution exceptionnelle au développement de la ville; 3 o favoriser le nom de la rue adjacente au parc pour permettre un meilleur repérage de celui-ci par les usagers.",N/A,toponymie@longueuil.quebec,45.533333,-73.516667
quebec_frelighsburg,,record,Frelighsburg,Quebec,No,N/A,N/A,mairesse@frelighsburg.ca,45.05,-72.833333
quebec_lac-brome,,record,Lac-Brome,Quebec,No,N/A,N/A,owen.falquero@lacbrome.ca,45.216667,-72.516667
quebec_notre-dame-du-laus,,record,Notre-Dame-du-Laus,Quebec,No,N/A,N/A - has a name bank but it's empty,dga@mun-ndl.ca,46.088333,-75.621111
quebec_lislet,,record,L'Islet,Quebec,No,N/A,N/A,panh.coulibaly@lislet.com,47.1,-70.35
quebec_rouyn-noranda,,record,Rouyn-Noranda,Quebec,Yes,"4. PROCÉDURE POUR PROPOSER UN TOPONYME Toute personne morale ou physique peut soumettre à la Ville de Rouyn-Noranda une proposition de toponyme en soumettant sa proposition à l’aide du formulaire en ligne prévu à cet effet. Le dépôt d’une requête est suivi par l’envoi d’un accusé de réception indiquant au requérant que sa demande sera traitée dans les meilleurs délais lors de la prochaine rencontre du comité patrimoine et toponymie. Toute proposition de dénomination reçue par la Ville est ensuite acheminée au comité. Lorsqu’il s’agit du nom d’une personne, le comité s’informe auprès de la famille ou des proches pour obtenir plus de détails tout en mentionnant à ces derniers qu’une analyse sera faite. À la suite de l’analyse de la proposition, le comité patrimoine et toponymie peut rejeter une appellation proposée, selon les critères établis. Une lettre expliquant les motifs du refus sera alors acheminée au requérant et le dossier sera fermé. Le conseil municipal sera informé par le biais des comptes rendus des travaux du comité. Dans le cas où une proposition est retenue par le comité patrimoine et toponymie, la Ville verra à obtenir un avis technique de la Commission de toponymie du Québec. Une fois l’avis technique obtenu, le comité transmet sa recommandation au conseil municipal. Dans le cas d’une décision favorable par le conseil municipal, le comité informera la famille de la personne honorée, le cas échéant, et le requérant. Le toponyme sera alors soit versé dans la banque de noms disponibles ou adopté par résolution par le conseil municipal pour désigner un lieu. Une fois la résolution adoptée, celle-ci est transmise à la Commission de toponymie du Québec, qui officialise la nomination. Celle-ci entre en vigueur lors de la réception d’une réponse d’officialisation de la Commission de toponymie du Québec. La Ville achemine alors l’information aux services concernés (urbanisme, évaluation, travaux publics, communications, sécurité civile, Postes Canada, etc.). Dans le cas où un toponyme n’est pas approuvé par le conseil municipal, celui-ci devra retourner le dossier au comité patrimoine et toponymie en mentionnant les raisons pour lesquelles ce nom n’a pas été retenu. Le toponyme pourra alors, selon le cas, être conservé dans la banque de noms, avec une mention du refus. <br><br>5. RÈGLES DE DÉNOMINATION 5.1. Principes directeurs Voici les principes et critères qui sont pris en compte dans l’analyse des propositions déposées : <br>• Souligner le caractère unique du territoire de Rouyn-Noranda et de son histoire. <br>• Afin de favoriser un équilibre, prioriser des noms qui correspondent à une toponymie féminine, autochtone et de la diversité culturelle. Dans le cas de la toponymie autochtone, une attention particulière doit être accordée pour être étudiée de concert avec les communautés concernées. 8 <br>• Tenir compte de la nature du lieu, de son utilisation et de l’histoire du secteur géographique (le bon nom au bon endroit); <br>• Lorsqu’il s’agit du nom d’une personne, tenir compte de son lien avec le lieu choisi. <br>• Favoriser les noms complets des personnes (prénom et nom); <br>• Lorsqu’il s’agit d’un nom commun, tenir compte des éléments géographiques et topographiques à proximité du lieu ou privilégier les noms pouvant servir à repérer plus facilement l’endroit. <br>• Pour les parcs, favoriser un nom reflétant les caractéristiques du milieu naturel environnant, le nom de la rue adjacente (ou du quartier) pour un meilleur repérage ou le nom d’une personne en lien avec le secteur. <br>• Pour les édifices publics, favoriser le nom d’une personnalité publique qui a apporté une contribution exceptionnelle au développement local, régional ou national. <br>• Lorsqu’un nouveau développement résidentiel se présente, privilégier un thème commun pour la désignation des nouvelles rues, sans toutefois l’exiger. <br>• Éviter l'emploi de noms à connotation péjorative ou grossière, de même que les choix susceptibles de provoquer ou d'alimenter une dissension ou controverse. <br>• Ne pas retenir comme toponyme le nom d’une personne vivante ou décédée depuis moins d’un an. <br>• Éviter les noms à consonance semblable (homonyme) ou doublons qui pourraient confondre le repérage par les services d’urgence. <br>• Respecter les règles d’écritures établies par la Commission de toponymie du Québec. <br>• Ne pas faire disparaître un toponyme en le remplaçant par un autre. Par contre, advenant qu’un toponyme soit jugé largement controversé, un changement pourrait alors être envisagé. <br> <br><br>5.2. Types de désignations Il existe différents types de désignations : <br>• Honorifique : Pour évoquer la mémoire de personnes qui se sont distinguées au sein de la communauté de Rouyn-Noranda dans les domaines artistique, communautaire, économique, éducatif, religieux, scientifique, social, sportif, etc. <br>• Historique : Pour évoquer la mémoire de personnages de l’histoire locale comme des pionniers et pionnières, des vieilles et grandes familles d’un quartier, un évènement marquant, etc. 9 <br>• Géographique : Pour évoquer des traits géographiques ou faisant appel aux traits caractéristiques d’un lieu. <br>• Thématique : Celle-ci est utilisée lorsque plusieurs emplacements à nommer sont regroupés dans un même développement urbain ou rural. Dans ce cas, il est possible d’évoquer des noms de personnalité et des noms communs en lien avec la thématique retenue.",Form A Honorary or Historical Designation: https://formulaires.rouyn-noranda.ca/proposition-de-toponymie-formulaire-a-honorifique-ou-historique/ <br><br>Form B Significant Event Designation: https://formulaires.rouyn-noranda.ca/proposition-de-toponymie-formulaire-b-evenement-marquant/ <br><br>Form C Geographical or Thematic Designation: https://formulaires.rouyn-noranda.ca/proposition-de-toponymie-formulaire-c-geographique-ou-thematique/,info@rouyn-noranda.ca,48.239167,-79.016389
quebec_rigaud,,record,Rigaud,Quebec,No,N/A,N/A,meganeroy@ville.rigaud.qc.ca,45.483333,-74.3
